Vehicle Spy 3 Bus Traffic File
Save Date,5/19/2015
Save Time,1:51:21 pm
Start Date,5/19/2015
Start Time,1:41:25 pm
System Time,90634458
Notes,

Network Description,Hardware,Network,Protocol,Baud Rate
HS CAN,Default,HS CAN,CAN,500000,
MS CAN,Default,MS CAN,CAN,500000,
SW CAN,Default,SW CAN,CAN,33333,
J1850 VPW,Default,J1850 VPW,J1850 VPW,10417,
ISO9141/KW2K,Default,ISO9141/KW2K,KeyWord 2000,10417,
LSFT CAN,Default,LSFT CAN,CAN,125000,
J1850 PWM,Default,J1850 PWM,J1850 PWM,41600,
J1708,Default,J1708,J1708,9600,
neoVI,Default,neoVI,CAN,,
HS CAN2 (neoVI 3G),Default,HS CAN2 (neoVI 3G),CAN,500000,
HS CAN3 (neoVI 3G),Default,HS CAN3 (neoVI 3G),CAN,500000,
LIN2 (neoVI 3G),Default,LIN2 (neoVI 3G),LIN,10417,
LIN3 (neoVI 3G),Default,LIN3 (neoVI 3G),LIN,10417,
LIN4 (neoVI 3G),Default,LIN4 (neoVI 3G),LIN,10417,
CGI (neoVI 3G),Default,CGI (neoVI 3G),CGI,625000,
LIN,Default,LIN,LIN,10417,
ISO9141/KW2K 2,Default,ISO9141/KW2K 2,KeyWord 2000,10417,
ISO9141/KW2K 3,Default,ISO9141/KW2K 3,KeyWord 2000,10417,
ISO9141/KW2K 4,Default,ISO9141/KW2K 4,KeyWord 2000,10417,
SW CAN2 (neoVI 3G),Default,SW CAN2 (neoVI 3G),CAN,33333,
LSFT CAN2 (neoVI 3G),Default,LSFT CAN2 (neoVI 3G),CAN,125000,
UART (neoVI 3G),Default,UART (neoVI 3G),UART,10417,
UART2 (neoVI 3G),Default,UART2 (neoVI 3G),UART,10417,
neoMOST,Default,neoMOST,MOST,1000000,
MOST (VNET A),Default,MOST (VNET A),MOST,1000000,
FlexRay1A (VNET A),Default,FlexRay1A (VNET A),FlexRay,5000000,
FlexRay1B (VNET A),Default,FlexRay1B (VNET A),FlexRay,5000000,
FlexRay2A (VNET A),Default,FlexRay2A (VNET A),FlexRay,5000000,
FlexRay2B (VNET A),Default,FlexRay2B (VNET A),FlexRay,5000000,
HS CAN (VNET A),Default,HS CAN (VNET A),CAN,500000,
MS CAN (VNET A),Default,MS CAN (VNET A),CAN,500000,
SW CAN (VNET A),Default,SW CAN (VNET A),CAN,500000,
J1850 VPW (VNET A),Default,J1850 VPW (VNET A),CAN,500000,
LSFT CAN (VNET A),Default,LSFT CAN (VNET A),CAN,500000,
J1708 (VNET A),Default,J1708 (VNET A),CAN,500000,
neoVI (VNET A),Default,neoVI (VNET A),CAN,500000,
HS CAN2 (VNET A),Default,HS CAN2 (VNET A),CAN,500000,
HS CAN3 (VNET A),Default,HS CAN3 (VNET A),CAN,500000,
LIN (VNET A),Default,LIN (VNET A),LIN,10417,
LIN2 (VNET A),Default,LIN2 (VNET A),LIN,10417,
LIN3 (VNET A),Default,LIN3 (VNET A),LIN,10417,
LIN4 (VNET A),Default,LIN4 (VNET A),LIN,10417,
CGI (VNET A),Default,CGI (VNET A),CGI,625000,
ISO9141/KW2K (VNET A),Default,ISO9141/KW2K (VNET A),CAN,500000,
ISO9141/KW2K 2 (VNET A),Default,ISO9141/KW2K 2 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 3 (VNET A),Default,ISO9141/KW2K 3 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 4 (VNET A),Default,ISO9141/KW2K 4 (VNET A),KeyWord 2000,10417,



Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
13207,416.4231950938702,0.05927708745002747,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13209,416.4837201237678,0.06052502989768982,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13211,416.5432052016258,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13213,416.6035222411156,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13215,416.6566636264324,0.05314138531684875,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13216,416.7233243584633,0.06666073203086853,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13218,416.7828094661236,0.05948510766029358,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13220,416.8432304859162,0.06042101979255676,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13222,416.9027155637741,0.05948507785797119,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BB,69,5F,6E,9A A4 00 00 A8 05,,,
13224,416.9629287421704,0.06021317839622498,128711647297536,F,F,J1708 $01,J1708,,01,D9,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13226,417.0224136710167,0.05948492884635925,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13228,417.0827307105064,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13230,417.1420077979564,0.05927708745002747,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13232,417.2025328278542,0.06052502989768982,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13234,417.2620179355144,0.05948510766029358,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13236,417.3223352134228,0.0603172779083252,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13238,417.3692365884781,0.04690137505531311,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13239,417.4421370923519,0.07290050387382507,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13241,417.5016221702099,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13243,417.5619392096996,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13245,417.6212162673474,0.05927705764770508,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13247,417.6817416846752,0.06052541732788086,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13249,417.7412264049053,0.05948472023010254,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13251,417.801543444395,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13253,417.8546848297119,0.05314138531684875,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13254,417.9213455617428,0.06666073203086853,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13256,417.9808306694031,0.05948510766029358,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13258,418.0411476790905,0.06031700968742371,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13260,418.1007367670536,0.05958908796310425,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BC,69,5F,6E,98 A4 00 00 A8 08,,,
13262,418.1609497964382,0.06021302938461304,128711647297536,F,F,J1708 $01,J1708,,01,D7,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13264,418.2204348742962,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13266,418.2807519435882,0.06031706929206848,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13268,418.340029001236,0.05927705764770508,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13270,418.4005540311336,0.06052502989768982,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13272,418.4600391089916,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13274,418.5203561484814,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13276,418.5672577917576,0.0469016432762146,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13277,418.6401582658291,0.07290047407150269,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13279,418.699643343687,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13281,418.7599605619908,0.06031721830368042,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13283,418.8192374706268,0.05927690863609314,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13285,418.8797642588616,0.06052678823471069,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13287,418.9392475783825,0.05948331952095032,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13289,418.9995646178722,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13291,419.0527060329914,0.05314141511917114,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13292,419.1193670630455,0.06666103005409241,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13294,419.1788518428802,0.05948477983474731,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13296,419.23916888237,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13298,419.2987580299378,0.05958914756774902,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BC,69,5F,6E,98 A4 00 00 A8 09,,,
13300,419.3589709699154,0.06021293997764587,128711647297536,F,F,J1708 $01,J1708,,01,D6,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13302,419.4184560775757,0.05948510766029358,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13304,419.4787745773792,0.06031849980354309,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13306,419.5380506515503,0.05927607417106628,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13308,419.5985752046108,0.06052455306053162,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13310,419.6580603122711,0.05948510766029358,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13312,419.7183773219586,0.06031700968742371,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13314,419.7652789652348,0.0469016432762146,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13315,419.8382834494114,0.07300448417663574,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13317,419.8976645469666,0.05938109755516052,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13319,419.9579815864563,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13321,420.017258644104,0.05927705764770508,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13323,420.0777836740017,0.06052502989768982,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13325,420.137270718813,0.05948704481124878,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13327,420.1975857913494,0.06031507253646851,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13329,420.2507272064686,0.05314141511917114,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13330,420.3173879384994,0.06666073203086853,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13332,420.3768730163574,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13334,420.4371900558472,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13336,420.4967791438102,0.05958908796310425,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BB,69,5F,6E,9A A4 00 00 A8 09,,,
13338,420.5569924414158,0.06021329760551453,128711647297536,F,F,J1708 $01,J1708,,01,D5,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13340,420.6164772510528,0.0594848096370697,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13342,420.6767970919609,0.06031984090805054,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13344,420.7360713779926,0.05927428603172302,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13346,420.7965964078903,0.06052502989768982,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13348,420.8560814857483,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13350,420.916398525238,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13352,420.9633017778396,0.04690325260162354,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13353,421.0362006425858,0.07289886474609375,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13355,421.0956856906414,0.0594850480556488,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13357,421.1560042202472,0.06031852960586548,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13359,421.2152807414532,0.0592765212059021,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13361,421.2758048772812,0.06052413582801819,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13363,421.3352899551392,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13365,421.3956069946289,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13367,421.4487483799458,0.05314138531684875,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13368,421.5154091119766,0.06666073203086853,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13370,421.5748942494392,0.05948513746261597,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13372,421.6352112293244,0.06031697988510132,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13374,421.6948003172874,0.05958908796310425,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BB,69,5F,6E,98 A4 00 00 A8 09,,,
13376,421.755013346672,0.06021302938461304,128711647297536,F,F,J1708 $01,J1708,,01,D7,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13378,421.81449842453,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13380,421.8748154640198,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13382,421.9363804459572,0.06156498193740845,243060856586240,F,F,J1708 $00,J1708,,00,9F,80,56,00,6C,E7,B9,00,05,BB 00 00 F5 04 B9 AF 20,,,
13384,421.9946176409722,0.05823719501495361,128711647297536,F,F,J1708 $00,J1708,,00,DD,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13386,422.0541026592254,0.05948501825332642,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13388,422.1144196987152,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13390,422.1613213419914,0.0469016432762146,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13391,422.234221816063,0.07290047407150269,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13393,422.2937068939209,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13395,422.3540239334106,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13397,422.4133010208606,0.05927708745002747,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13399,422.4738260507584,0.06052502989768982,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13401,422.5333111286164,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13403,422.5936281681061,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13405,422.6467697620392,0.05314159393310547,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13406,422.7134302854538,0.06666052341461182,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13408,422.7729153931141,0.05948510766029358,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13410,422.8333364129066,0.06042101979255676,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13412,422.8928214907646,0.05948507785797119,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BC,69,5F,6E,98 A4 00 00 A8 09,,,
13414,422.9530345201492,0.06021302938461304,128711647297536,F,F,J1708 $01,J1708,,01,D6,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13416,423.0125195980072,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13418,423.072836637497,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13420,423.132113724947,0.05927708745002747,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13422,423.1926387548446,0.06052502989768982,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13424,423.2521238327026,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13426,423.3124408721924,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13428,423.3593425154686,0.0469016432762146,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13429,423.4322429895401,0.07290047407150269,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13431,423.4562926590442,0.02404966950416565,4507104388055040,F,F,J1708 $00,J1708,,00,9F,88,80,F7,,,,,,,,,
13432,423.491728067398,0.03543540835380554,104522391486464,F,F,J1708 $80,J1708,,80,81,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13434,423.5520451068878,0.06031703948974609,139844202528768,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13436,423.5685024261474,0.01645731925964356,4782944367673344,F,F,J1708 $00,J1708,,00,9F,88,80,54,80,80,54,8E,80,54,,,
13437,423.6113221943378,0.04281976819038391,104522391486464,F,F,J1708 $82,J1708,,82,6C,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13439,423.6718472242356,0.06052502989768982,280512971407360,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13441,423.7313323020935,0.05948507785797119,280581690884096,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13443,423.7916493415832,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13445,423.8447907269001,0.05314138531684875,4643443829899264,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13446,423.911451458931,0.06666073203086853,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13448,423.970936536789,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13450,424.0312535762787,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13452,424.0908426642418,0.05958908796310425,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BB,69,5F,6E,98 A4 00 00 A8 09,,,
13454,424.1510556936264,0.06021302938461304,128711647297536,F,F,J1708 $01,J1708,,01,D7,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13456,424.2105407714844,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13458,424.2708578109741,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13460,424.3301348984242,0.05927708745002747,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13462,424.3906599283218,0.06052502989768982,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13464,424.4501450061798,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13466,424.5104620158672,0.06031700968742371,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13468,424.5573636591434,0.0469016432762146,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13469,424.6302641630172,0.07290050387382507,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13471,424.6897492408752,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13473,424.750066280365,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13475,424.8093435168266,0.0592772364616394,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13477,424.8698683679104,0.06052485108375549,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13479,424.9293534755707,0.05948510766029358,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13481,424.9896705150604,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13483,425.0428119003772,0.05314138531684875,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13484,425.1094727814198,0.06666088104248047,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13486,425.1689577102661,0.05948492884635925,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13488,425.2292747497558,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13490,425.288863837719,0.05958908796310425,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BB,69,5F,6E,98 A4 00 00 A8 09,,,
13492,425.3490768671036,0.06021302938461304,128711647297536,F,F,J1708 $01,J1708,,01,D7,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
